العاملين في القطاع الخاص ,,,,,,,,,,المنشأت في القطاع الخاص ,,,,,,,,,
تصنيف العاملين في القطلاع الخاص (سعودي/غير سعودي),,,,,,تصنيف العاملين في القطاع الخاص حسب المهنة,,,,تصنيف المنشآت حسب النوع (رئيسي/فرعي),,,,,تصنيف المنشآت في القطاع الخاص حسب عدة ابعاد ,,,,
سعودي,," 2,316,565 ",,,,المهنة,اجمالي العاملين,,,نوع المنشآة,,العدد,,,المنطقة, النشاط الاقتصادي,حجم المنشأة,لون النطاق,عدد المنشأت 
,,,,,,عامل اصلاح حقائب,14,,,,,,,,حائل,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,صغيرة (فئة ب),اخضر متوسط,2
,,,,,,عامل اصلاح عيوب المنسوجات,8,,,,,,,,حائل,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,صغيرة (فئة ب),اخضر متوسط,3
,,,,,,عامل إعادة بناء إطارات مستعملة,198,,,,,,,,حائل,الأنشطة العقارية,صغيرة (فئة ب),اخضر متوسط,5
,,,,,,عامل اعداد شبكة اليا,72,,,,,,,,حائل,الأنشطة المهنية والعلمية والتقنية,صغيرة (فئة ب),اخضر متوسط,9
,,,,,,عامل اعداد نسيج مطرز يدويا,42,,,,,,,,حائل,التشييد,صغيرة (فئة ب),اخضر متوسط,181
,,,,,,عامل التحميض في العمليات الكيميائية,2,,,,,,,,حائل,التعليم,صغيرة (فئة ب),اخضر متوسط,8
,,,,,,عامل الرتوش على الالواح المعدنية,3,,,,,,,,حائل,الخدمات الإدارية وخدمات الدعم,صغيرة (فئة ب),اخضر متوسط,37
,,,,,,عامل النكلشة بالطلاء الكهربائي,1,,,,,,,,حائل,الزراعة والحراجة وصيد الأسماك,صغيرة (فئة ب),اخضر متوسط,36
,,,,,,عامل إنشاءات,356335,,,,,,,,حائل,الصناعة التحويلية,صغيرة (فئة ب),اخضر متوسط,85
,,,,,,عامل برشمة,421,,,,,,,,حائل,الفنون والترفيه والتسلية,صغيرة (فئة ب),اخضر متوسط,8
,,,,,,عامل برشمة - اليا,7,,,,,,,,حائل,المعلومات والاتصالات,صغيرة (فئة ب),اخضر متوسط,3
,,,,,,عامل برشمة - يدويا,0,,,,,,,,حائل,النقل والتخزين,صغيرة (فئة ب),اخضر متوسط,31
,,,,,,عامل برشمة -ضغط هوائي,0,,,,,,,,حائل,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,صغيرة (فئة ب),اخضر متوسط,574
,,,,,,عامل بسترة منتجات الالبان,57,,,,,,,,حائل,لأنشطة المالية وأنشطة التأمين,صغيرة (فئة ب),اخضر متوسط,2
,,,,,,عامل بناء,257596,,,,,,,,عسير,غير خاضعة لانشطة ISIC4,صغيرة (فئة ب),اخضر متوسط,77
,,,,,,عامل بياض بالجبس (المصيص),0,,,,,,,,عسير,أنشطة الخدمات الأخرى,صغيرة (فئة ب),اخضر متوسط,186
,,,,,,عامل بياض زخرفي,2,,,,,,,,عسير,أنشطة خدمات الاقامة والطعام,صغيرة (فئة ب),اخضر متوسط,597
,,,,,,عامل تبخير,3,,,,,,,,عسير,أنشطة صحة الانسان والعمل الاجتماعي,صغيرة (فئة ب),اخضر متوسط,51
,,,,,,عامل تبريز,13,,,,,,,,عسير,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,صغيرة (فئة ب),اخضر متوسط,1
,,,,,,عامل تبطين آبار النفط والغاز,475,,,,,,,,عسير,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,صغيرة (فئة ب),اخضر متوسط,10
,,,,,,عامل تبطين آبار مياه,103,,,,,,,,عسير,الأنشطة العقارية,صغيرة (فئة ب),اخضر متوسط,46
,,,,,,عامل تبطين آبار نفط وغاز,2677,,,,,,,,عسير,الأنشطة المهنية والعلمية والتقنية,صغيرة (فئة ب),اخضر متوسط,33
,,,,,,عامل تثبيت احجار كريمة,25,,,,,,,,عسير,"الإدارة العامة والدفاع , الضمان الاجتماعي الالزامي",صغيرة (فئة ب),اخضر متوسط,1
,,,,,,عامل تثبيت أسقف مناجم,18,,,,,,,,عسير,التشييد,صغيرة (فئة ب),اخضر متوسط,539
,,,,,,عامل تثقيب الاحجار,52,,,,,,,,عسير,التعدين واستغلال المحاجر,صغيرة (فئة ب),اخضر متوسط,4
,,,,,,عامل تجفيف (معالجة كيميائية وما اليها),0,,,,,,,,عسير,التعليم,صغيرة (فئة ب),اخضر متوسط,19
,,,,,,عامل تجليخ العدسات,29,,,,,,,,عسير,الخدمات الإدارية وخدمات الدعم,صغيرة (فئة ب),اخضر متوسط,108
,,,,,,عامل تجميع أثاث,9324,,,,,,,,عسير,الزراعة والحراجة وصيد الأسماك,صغيرة (فئة ب),اخضر متوسط,37
,,,,,,عامل تجميع اجهزة التبريد,120,,,,,,,,عسير,الصناعة التحويلية,صغيرة (فئة ب),اخضر متوسط,308
,,,,,,عامل تجميع اجهزة الرصد الالكترونية,1,,,,,,,,عسير,الفنون والترفيه والتسلية,صغيرة (فئة ب),اخضر متوسط,40
,,,,,,عامل تجميع اجهزة تسخين كهربائية,3,,,,,,,,عسير,المعلومات والاتصالات,صغيرة (فئة ب),اخضر متوسط,16
,,,,,,عامل تجميع اجهزة تهوية كهربائية,6,,,,,,,,عسير,النقل والتخزين,صغيرة (فئة ب),اخضر متوسط,104
,,,,,,عامل تجميع اجهزة عرض,38,,,,,,,,عسير,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,صغيرة (فئة ب),اخضر متوسط,"1,838"
,,,,,,عامل تجميع اجهزة مساحة,18,,,,,,,,عسير,لأنشطة المالية وأنشطة التأمين,صغيرة (فئة ب),اخضر متوسط,1
,,,,,,عامل تجميع افران ومدافيء غاز,2,,,,,,,,مكة المكرمة,غير خاضعة لانشطة ISIC4,صغيرة (فئة ب),اخضر متوسط,476
,,,,,,عامل تجميع الات التصوير,27,,,,,,,,مكة المكرمة,أنشطة الخدمات الأخرى,صغيرة (فئة ب),اخضر متوسط,688
,,,,,,عامل تجميع الات الخياطة,28,,,,,,,,مكة المكرمة,أنشطة خدمات الاقامة والطعام,صغيرة (فئة ب),اخضر متوسط,"2,153"
,,,,,,عامل تجميع الات الغزل,8,,,,,,,,مكة المكرمة,أنشطة صحة الانسان والعمل الاجتماعي,صغيرة (فئة ب),اخضر متوسط,183
,,,,,,عامل تجميع الات المطابع,0,,,,,,,,مكة المكرمة,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,صغيرة (فئة ب),اخضر متوسط,13
,,,,,,عامل تجميع الات النجارة,0,,,,,,,,مكة المكرمة,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,صغيرة (فئة ب),اخضر متوسط,48
,,,,,,عامل تجميع الات النسيج,1,,,,,,,,مكة المكرمة,الأنشطة العقارية,صغيرة (فئة ب),اخضر متوسط,268
,,,,,,عامل تجميع الات دقيقة,0,,,,,,,,مكة المكرمة,الأنشطة المهنية والعلمية والتقنية,صغيرة (فئة ب),اخضر متوسط,268
,,,,,,عامل تجميع الاجهزة الاليكترونية,0,,,,,,,,مكة المكرمة,التشييد,صغيرة (فئة ب),اخضر متوسط,"2,660"
,,,,,,عامل تجميع الاجهزة الطبية الالكترونية,35,,,,,,,,مكة المكرمة,التعدين واستغلال المحاجر,صغيرة (فئة ب),اخضر متوسط,24
,,,,,,عامل تجميع الحاسبات الالكترونية,24,,,,,,,,مكة المكرمة,التعليم,صغيرة (فئة ب),اخضر متوسط,137
,,,,,,عامل تجميع اليات الطرق والابنية,8,,,,,,,,مكة المكرمة,الخدمات الإدارية وخدمات الدعم,صغيرة (فئة ب),اخضر متوسط,625
,,,,,,عامل تجميع اليات زراعية,4,,,,,,,,مكة المكرمة,الزراعة والحراجة وصيد الأسماك,صغيرة (فئة ب),اخضر متوسط,50
,,,,,,عامل تجميع تلفاز,12,,,,,,,,مكة المكرمة,الصناعة التحويلية,صغيرة (فئة ب),اخضر متوسط,978
,,,,,,عامل تجميع دراجات,2,,,,,,,,مكة المكرمة,الفنون والترفيه والتسلية,صغيرة (فئة ب),اخضر متوسط,101
,,,,,,عامل تجميع دراجات هوائية,455,,,,,,,,مكة المكرمة,المعلومات والاتصالات,صغيرة (فئة ب),اخضر متوسط,158
,,,,,,عامل تجميع غسالات,4,,,,,,,,مكة المكرمة,النقل والتخزين,صغيرة (فئة ب),اخضر متوسط,613
,,,,,,عامل تجميع قواطع كهربائية,400,,,,,,,,مكة المكرمة,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,صغيرة (فئة ب),اخضر متوسط,"7,375"
,,,,,,عامل تجميع لوحات تجميع توزيع كهربائية,63,,,,,,,,مكة المكرمة,لأنشطة المالية وأنشطة التأمين,صغيرة (فئة ب),اخضر متوسط,42
,,,,,,عامل تجميع مبرقات,1,,,,,,,,نجران,غير خاضعة لانشطة ISIC4,صغيرة (فئة ب),اخضر متوسط,55
,,,,,,عامل تجميع مجهرات,2,,,,,,,,نجران,أنشطة الخدمات الأخرى,صغيرة (فئة ب),اخضر متوسط,31
,,,,,,عامل تجميع محركات توربينية,0,,,,,,,,نجران,أنشطة خدمات الاقامة والطعام,صغيرة (فئة ب),اخضر متوسط,92
,,,,,,عامل تجميع محركات كهربائية,8,,,,,,,,نجران,أنشطة صحة الانسان والعمل الاجتماعي,صغيرة (فئة ب),اخضر متوسط,19
,,,,,,عامل تجميع محولات كهربائية,20,,,,,,,,نجران,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,صغيرة (فئة ب),اخضر متوسط,3
,,,,,,عامل تجميع مذياع,0,,,,,,,,نجران,الأنشطة العقارية,صغيرة (فئة ب),اخضر متوسط,4
,,,,,,عامل تجميع مركبات,73,,,,,,,,نجران,الأنشطة المهنية والعلمية والتقنية,صغيرة (فئة ب),اخضر متوسط,9
,,,,,,عامل تجميع معدات كهربائية,21,,,,,,,,نجران,التشييد,صغيرة (فئة ب),اخضر متوسط,163
,,,,,,عامل تجميع مفاتيح كهربائية,14,,,,,,,,نجران,التعدين واستغلال المحاجر,صغيرة (فئة ب),اخضر متوسط,2
,,,,,,عامل تجميع مقاسم الكترونية,3,,,,,,,,نجران,التعليم,صغيرة (فئة ب),اخضر متوسط,8
,,,,,,عامل تجميع منتجات المطاط,181,,,,,,,,نجران,الخدمات الإدارية وخدمات الدعم,صغيرة (فئة ب),اخضر متوسط,25
,,,,,,عامل تجميع منتجات بلاستيك,212,,,,,,,,نجران,الزراعة والحراجة وصيد الأسماك,صغيرة (فئة ب),اخضر متوسط,19
,,,,,,عامل تجميع منتجات بلاستيكية ومعدنية,6212,,,,,,,,نجران,الصناعة التحويلية,صغيرة (فئة ب),اخضر متوسط,45
,,,,,,عامل تجميع منتجات نسيجية,143,,,,,,,,نجران,الفنون والترفيه والتسلية,صغيرة (فئة ب),اخضر متوسط,13
,,,,,,عامل تجميع مولدات كهربائية,16,,,,,,,,نجران,المعلومات والاتصالات,صغيرة (فئة ب),اخضر متوسط,3
,,,,,,عامل تجميع هاتف,6,,,,,,,,نجران,النقل والتخزين,صغيرة (فئة ب),اخضر متوسط,34
,,,,,,عامل تجميع هياكل معدنية وتشييدها لسفينة,2,,,,,,,,نجران,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,صغيرة (فئة ب),اخضر متوسط,374
,,,,,,عامل تجميع وحزم الألياف,200,,,,,,,,الباحة,أنشطة الخدمات الأخرى,عملاقة,اخضر متوسط,1
,,,,,,عامل تجميع وحزم الالياف,0,,,,,,,,الباحة,أنشطة خدمات الاقامة والطعام,عملاقة,اخضر متوسط,2
,,,,,,عامل تجميع ورق مقوى,1448,,,,,,,,الباحة,الخدمات الإدارية وخدمات الدعم,عملاقة,اخضر متوسط,1
,,,,,,عامل تجميع وفرز البيض,200,,,,,,,,الباحة,النقل والتخزين,عملاقة,اخضر متوسط,1
,,,,,,عامل تجهيز (توظيب) الانوال,0,,,,,,,,الباحة,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,عملاقة,اخضر متوسط,4
,,,,,,عامل تجهيز اجهزة قياس كهربائية,3,,,,,,,,الجوف,النقل والتخزين,عملاقة,اخضر متوسط,2
,,,,,,عامل تجهيز ادوات كهربائية وتركيبها,192,,,,,,,,الجوف,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,عملاقة,اخضر متوسط,7
,,,,,,عامل تجهيز افلام الاوفست,13,,,,,,,,الحدود الشمالية,النقل والتخزين,عملاقة,اخضر متوسط,1
,,,,,,عامل تجهيز الحيوان والطيور وتحنيطها,0,,,,,,,,الحدود الشمالية,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,عملاقة,اخضر متوسط,7
,,,,,,عامل تجهيز الخبز وصناعته (فران خبز),127,,,,,,,,الرياض,أنشطة الخدمات الأخرى,عملاقة,اخضر متوسط,3
,,,,,,عامل تجهيز انشاءات فولاذية,1,,,,,,,,الرياض,أنشطة خدمات الاقامة والطعام,عملاقة,اخضر متوسط,2
,,,,,,عامل تجهيز بطاقة الجاكارد,2,,,,,,,,الرياض,أنشطة صحة الانسان والعمل الاجتماعي,عملاقة,اخضر متوسط,2
,,,,,,عامل تجهيز خلط بلاط خزفي,5,,,,,,,,الرياض,الأنشطة العقارية,عملاقة,اخضر متوسط,1
,,,,,,عامل تجهيز خلطات طور اسمنتي,6,,,,,,,,الرياض,التشييد,عملاقة,اخضر متوسط,57
,,,,,,عامل تجهيز ذبائح,25,,,,,,,,الرياض,الخدمات الإدارية وخدمات الدعم,عملاقة,اخضر متوسط,19
,,,,,,عامل تجهيز ماكينة ثقب وتشغيلها,8,,,,,,,,الرياض,الزراعة والحراجة وصيد الأسماك,عملاقة,اخضر متوسط,1
,,,,,,عامل تجهيز ماكينة رش مبرمجة وتشغيلها,5,,,,,,,,الرياض,الصناعة التحويلية,عملاقة,اخضر متوسط,2
,,,,,,عامل تجهيز ماكينة صنع الادوات المعدنية,0,,,,,,,,الرياض,النقل والتخزين,عملاقة,اخضر متوسط,7
,,,,,,عامل تجهيز محول كهربائي وتركيبة,17,,,,,,,,الرياض,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,عملاقة,اخضر متوسط,64
