السنة ميلادي,السنة هجري,الإدارة العامة,اسم المدرسة,السلطة,المرحلة ,جنس المدرسة
2025,1446,الرياض,ابتدائية المستوى الأول العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,إبتدائية المطورون العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية المطورون العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية المطورون برنامج دولي,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية المطورون بكلوريا دولية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية المعرفة المتجددة العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية الملك فيصل العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية الملك فيصل العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية المملكة العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية المملكة العالمية/ امريكي,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية المنهاج / المسار المصري,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية المنهاج مسار مصري,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية المنهل ( برنامج دولي امريكي ) التعاون,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية المنهل / دبلوم امريكي - التعاون,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية المنهل / دبلوم أمريكي (المربع),عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية المنهل الاهلية ( برنامج دولي امريكي ) المربع,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية النبلاء (دبلوما امريكي),عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية النبلاء الاهلية -مسار مصري,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية النجوم الأولى العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية النجوم الاولى العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية النجوم الذهبية العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية النخبة العالمية - فلبيني -,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية النخبة العالمية / فلبيني,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية النسيم التعليمية العالمية*,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية النصر  العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية النصر العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية النهضة العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية النهضة العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية النور العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية النور العالميه,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية الهدى الاهلية -مسار مصري,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية الهلال الجديد العالمية.,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية الهندية العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية الهندية العالمية /العامه,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية اليابانية العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية الياسمين العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية الياسمين العالمية / هندي,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية الينبوع العالمية -بريطاني,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية الينبوع العالمية فرنسي,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية أمجاد قرطبة - دبلوما,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية أمجاد قرطبة برنامج دولي,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية أمنية العلوم العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية أمنية العلوم العالمية( مسار مصري ),عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية أنوار التعليم العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية أنوار المجد    العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية أنوار المجد  العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية أنوار المجد  العالمية فرع ام الحمام,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية بدايتي الأولى المسار الأمريكي,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية براعم رواد الخليج العالمية الياسمين,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية بسمة العنود العالمية*,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية بهجة العلم العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية بوابة العلم العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية بوابة العلم العالمية -الروضة,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية بيتشهول الرياض العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية تاج الرياض العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية تاج الرياض العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية تعلم العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية جاد العالمية (أمريكي),عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية جسور المعرفة العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية جنى دان العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية جواهر التربية العالمية*,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية جواهر الرياض العالمية,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية جواهر الرياض العالمية- مسار السوداني,عالمي وأجنبي,المرحلة الإبتدائية,بنين
2025,1446,الرياض,ابتدائية جواهر الرياض العالمية الثالثة,عالمي وأجنبي,المرحلة الإبتدائية,بنات
2025,1446,الرياض,ابتدائية جواهر الرياض العالمية الثالثة مسار سوداني,عالمي وأجنبي,المرحلة الإبتدائية,بنات
